source_framework,source_provision,target_framework,target_provision,relation,rationale,source
mitre_atlas,AML.T0024.002,mitre_atlas,AML.T0024,specializes,Extract AI Model is an ATLAS sub-technique of AML.T0024.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0043.000,mitre_atlas,AML.T0043,specializes,White-Box Optimization is an ATLAS sub-technique of AML.T0043.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0043.001,mitre_atlas,AML.T0043,specializes,Black-Box Optimization is an ATLAS sub-technique of AML.T0043.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0043.002,mitre_atlas,AML.T0043,specializes,Black-Box Transfer is an ATLAS sub-technique of AML.T0043.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0043.003,mitre_atlas,AML.T0043,specializes,Manual Modification is an ATLAS sub-technique of AML.T0043.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0043.004,mitre_atlas,AML.T0043,specializes,Insert Backdoor Trigger is an ATLAS sub-technique of AML.T0043.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0048.000,mitre_atlas,AML.T0048,specializes,Financial Harm is an ATLAS sub-technique of AML.T0048.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0048.001,mitre_atlas,AML.T0048,specializes,Reputational Harm is an ATLAS sub-technique of AML.T0048.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0048.002,mitre_atlas,AML.T0048,specializes,Societal Harm is an ATLAS sub-technique of AML.T0048.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0048.003,mitre_atlas,AML.T0048,specializes,User Harm is an ATLAS sub-technique of AML.T0048.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0048.004,mitre_atlas,AML.T0048,specializes,AI Intellectual Property Theft is an ATLAS sub-technique of AML.T0048.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0051.000,mitre_atlas,AML.T0051,specializes,Direct is an ATLAS sub-technique of AML.T0051.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0051.001,mitre_atlas,AML.T0051,specializes,Indirect is an ATLAS sub-technique of AML.T0051.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0052.000,mitre_atlas,AML.T0052,specializes,Spearphishing via Social Engineering LLM is an ATLAS sub-technique of AML.T0052.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0011.001,mitre_atlas,AML.T0011,specializes,Malicious Package is an ATLAS sub-technique of AML.T0011.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.002,mitre_atlas,AML.T0008,specializes,Domains is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.003,mitre_atlas,AML.T0008,specializes,Physical Countermeasures is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0016.002,mitre_atlas,AML.T0016,specializes,Generative AI is an ATLAS sub-technique of AML.T0016.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0069.000,mitre_atlas,AML.T0069,specializes,Special Character Sets is an ATLAS sub-technique of AML.T0069.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0069.001,mitre_atlas,AML.T0069,specializes,System Instruction Keywords is an ATLAS sub-technique of AML.T0069.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0069.002,mitre_atlas,AML.T0069,specializes,System Prompt is an ATLAS sub-technique of AML.T0069.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0067.000,mitre_atlas,AML.T0067,specializes,Citations is an ATLAS sub-technique of AML.T0067.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0018.002,mitre_atlas,AML.T0018,specializes,Embed Malware is an ATLAS sub-technique of AML.T0018.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.004,mitre_atlas,AML.T0010,specializes,Container Registry is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.004,mitre_atlas,AML.T0008,specializes,Serverless is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0080.000,mitre_atlas,AML.T0080,specializes,Memory is an ATLAS sub-technique of AML.T0080.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0080.001,mitre_atlas,AML.T0080,specializes,Thread is an ATLAS sub-technique of AML.T0080.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0084.000,mitre_atlas,AML.T0084,specializes,Embedded Knowledge is an ATLAS sub-technique of AML.T0084.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0084.001,mitre_atlas,AML.T0084,specializes,Tool Definitions is an ATLAS sub-technique of AML.T0084.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0084.002,mitre_atlas,AML.T0084,specializes,Activation Triggers is an ATLAS sub-technique of AML.T0084.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0085.000,mitre_atlas,AML.T0085,specializes,RAG Databases is an ATLAS sub-technique of AML.T0085.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0085.001,mitre_atlas,AML.T0085,specializes,AI Agent Tools is an ATLAS sub-technique of AML.T0085.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0091.000,mitre_atlas,AML.T0091,specializes,Application Access Token is an ATLAS sub-technique of AML.T0091.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0051.002,mitre_atlas,AML.T0051,specializes,Triggered is an ATLAS sub-technique of AML.T0051.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0011.002,mitre_atlas,AML.T0011,specializes,Poisoned AI Agent Tool is an ATLAS sub-technique of AML.T0011.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0011.003,mitre_atlas,AML.T0011,specializes,Malicious Link is an ATLAS sub-technique of AML.T0011.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.005,mitre_atlas,AML.T0010,specializes,AI Agent Tool is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0034.000,mitre_atlas,AML.T0034,specializes,Excessive Queries is an ATLAS sub-technique of AML.T0034.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0034.001,mitre_atlas,AML.T0034,specializes,Resource-Intensive Queries is an ATLAS sub-technique of AML.T0034.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0034.002,mitre_atlas,AML.T0034,specializes,Agentic Resource Consumption is an ATLAS sub-technique of AML.T0034.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0084.003,mitre_atlas,AML.T0084,specializes,Call Chains is an ATLAS sub-technique of AML.T0084.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.005,mitre_atlas,AML.T0008,specializes,AI Service Proxies is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0112.000,mitre_atlas,AML.T0112,specializes,Local AI Agent is an ATLAS sub-technique of AML.T0112.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0112.001,mitre_atlas,AML.T0112,specializes,AI Artifacts is an ATLAS sub-technique of AML.T0112.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0052.001,mitre_atlas,AML.T0052,specializes,Deepfake-Assisted Phishing is an ATLAS sub-technique of AML.T0052.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0002.002,mitre_atlas,AML.T0002,specializes,AI Agent Configuration is an ATLAS sub-technique of AML.T0002.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0095.000,mitre_atlas,AML.T0095,specializes,Code Repositories is an ATLAS sub-technique of AML.T0095.,MITRE ATLAS v5.6.0 data (technique hierarchy)
